"case_id","task_id","category","fixture_id","asset_ref","gate_asset_status","input_kind","lighting","background","garment_type","display_mode","resolution","cvd_profile","severity","expected_observation","required_metrics","provenance_class","consent_requirement","license_requirement","owner"
"PM-COLOR-CONTRACT-CORAL","T12","color_digital_contract","extended-coral","inline:coral","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict coral with basic family brown","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-PINK","T12","color_digital_contract","extended-pink","inline:pink","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict pink with basic family pink","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-DEEP-PINK","T12","color_digital_contract","extended-deep_pink","inline:deep_pink","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict deep_pink with basic family pink","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-HOT-PINK","T12","color_digital_contract","extended-hot_pink","inline:hot_pink","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict hot_pink with basic family pink","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-LIGHT-PINK","T12","color_digital_contract","extended-light_pink","inline:light_pink","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict light_pink with basic family pink","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-PURPLE","T12","color_digital_contract","extended-purple","inline:purple","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict purple with basic family purple","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-INDIGO","T12","color_digital_contract","extended-indigo","inline:indigo","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict indigo with basic family blue","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-VIOLET","T12","color_digital_contract","extended-violet","inline:violet","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict violet with basic family purple","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-MAGENTA","T12","color_digital_contract","extended-magenta","inline:magenta","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict magenta with basic family purple","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-ORCHID","T12","color_digital_contract","extended-orchid","inline:orchid","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict orchid with basic family purple","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-RED","T12","color_digital_contract","extended-red","inline:red","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict red with basic family red","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-MAROON","T12","color_digital_contract","extended-maroon","inline:maroon","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict maroon with basic family brown","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-FIREBRICK","T12","color_digital_contract","extended-firebrick","inline:firebrick","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict firebrick with basic family red","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-CRIMSON","T12","color_digital_contract","extended-crimson","inline:crimson","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict crimson with basic family red","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-WHITE","T12","color_digital_contract","extended-white","inline:white","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict white with basic family white","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-IVORY","T12","color_digital_contract","extended-ivory","inline:ivory","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict ivory with basic family white","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-WHITE-SMOKE","T12","color_digital_contract","extended-white_smoke","inline:white_smoke","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict white_smoke with basic family white","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-BEIGE","T12","color_digital_contract","extended-beige","inline:beige","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict beige with basic family white","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-YELLOW","T12","color_digital_contract","extended-yellow","inline:yellow","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict yellow with basic family yellow","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-KHAKI","T12","color_digital_contract","extended-khaki","inline:khaki","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict khaki with basic family yellow","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-GOLD","T12","color_digital_contract","extended-gold","inline:gold","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict gold with basic family yellow","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-CONTRACT-LIGHT-YELLOW","T12","color_digital_contract","extended-light_yellow","inline:light_yellow","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","predict light_yellow with basic family white","basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-UNCERTAIN-01","T12","color_uncertainty_contract","uncertain-boundary-1","inline:uncertain-boundary-1","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","emit uncertain and retain diagnostic family/scores","uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-UNCERTAIN-02","T12","color_uncertainty_contract","uncertain-boundary-2","inline:uncertain-boundary-2","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","emit uncertain and retain diagnostic family/scores","uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-UNCERTAIN-03","T12","color_uncertainty_contract","uncertain-boundary-3","inline:uncertain-boundary-3","GENERATED_AT_RUN","synthetic_patch","digital","not_applicable","not_applicable","offscreen","64x64","not_applicable","not_applicable","emit uncertain and retain diagnostic family/scores","uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","project_synthetic","NOT_APPLICABLE","Apache-2.0","t12"
"PM-COLOR-P01-BLACK-NEUTRAL","T12","color_physical_lighting","physical-01-black","artifacts/post_mvp/t12/physical/black/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two black stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P01-BLACK-WARM","T12","color_physical_lighting","physical-01-black","artifacts/post_mvp/t12/physical/black/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two black stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P01-BLACK-LOW","T12","color_physical_lighting","physical-01-black","artifacts/post_mvp/t12/physical/black/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two black stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P02-DIM-GRAY-NEUTRAL","T12","color_physical_lighting","physical-02-dim_gray","artifacts/post_mvp/t12/physical/dim_gray/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two dim_gray stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P02-DIM-GRAY-WARM","T12","color_physical_lighting","physical-02-dim_gray","artifacts/post_mvp/t12/physical/dim_gray/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two dim_gray stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P02-DIM-GRAY-LOW","T12","color_physical_lighting","physical-02-dim_gray","artifacts/post_mvp/t12/physical/dim_gray/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two dim_gray stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P03-BLUE-NEUTRAL","T12","color_physical_lighting","physical-03-blue","artifacts/post_mvp/t12/physical/blue/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two blue stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P03-BLUE-WARM","T12","color_physical_lighting","physical-03-blue","artifacts/post_mvp/t12/physical/blue/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two blue stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P03-BLUE-LOW","T12","color_physical_lighting","physical-03-blue","artifacts/post_mvp/t12/physical/blue/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two blue stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P04-NAVY-NEUTRAL","T12","color_physical_lighting","physical-04-navy","artifacts/post_mvp/t12/physical/navy/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two navy stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P04-NAVY-WARM","T12","color_physical_lighting","physical-04-navy","artifacts/post_mvp/t12/physical/navy/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two navy stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P04-NAVY-LOW","T12","color_physical_lighting","physical-04-navy","artifacts/post_mvp/t12/physical/navy/low.*","TO_BE_ACQUIRED","physical_garment_or_swatch","low","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two navy stability under low lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P05-CYAN-NEUTRAL","T12","color_physical_lighting","physical-05-cyan","artifacts/post_mvp/t12/physical/cyan/neutral.*","TO_BE_ACQUIRED","physical_garment_or_swatch","neutral","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two cyan stability under neutral lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
"PM-COLOR-P05-CYAN-WARM","T12","color_physical_lighting","physical-05-cyan","artifacts/post_mvp/t12/physical/cyan/warm.*","TO_BE_ACQUIRED","physical_garment_or_swatch","warm","controlled_neutral","color_sample","offscreen","native_capture","not_applicable","not_applicable","report level-two cyan stability under warm lighting or NOT_RUN","basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin","owner_consented_or_licensed","REQUIRED_IF_PERSONAL","REQUIRED","t12"
