case_id,task_id,category,fixture_id,asset_ref,gate_asset_status,input_kind,lighting,background,garment_type,display_mode,resolution,cvd_profile,severity,expected_observation,required_metrics,provenance_class,consent_requirement,license_requirement,owner
PM-COLOR-CONTRACT-CHARCOAL,T12,color_digital_contract,extended-charcoal,inline:charcoal,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict charcoal with basic family grey,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-MINT,T12,color_digital_contract,extended-mint,inline:mint,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict mint with basic family green,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-GREEN,T12,color_digital_contract,extended-green,inline:green,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict green with basic family green,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-DARK-GREEN,T12,color_digital_contract,extended-dark_green,inline:dark_green,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict dark_green with basic family green,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-OLIVE,T12,color_digital_contract,extended-olive,inline:olive,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict olive with basic family green,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-PEACH,T12,color_digital_contract,extended-peach,inline:peach,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict peach with basic family orange,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-ORANGE,T12,color_digital_contract,extended-orange,inline:orange,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict orange with basic family orange,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-LIGHT-PINK,T12,color_digital_contract,extended-light_pink,inline:light_pink,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict light_pink with basic family pink,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-PINK,T12,color_digital_contract,extended-pink,inline:pink,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict pink with basic family pink,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-LAVENDER,T12,color_digital_contract,extended-lavender,inline:lavender,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict lavender with basic family purple,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-PURPLE,T12,color_digital_contract,extended-purple,inline:purple,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict purple with basic family purple,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-DARK-PURPLE,T12,color_digital_contract,extended-dark_purple,inline:dark_purple,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict dark_purple with basic family purple,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-CORAL,T12,color_digital_contract,extended-coral,inline:coral,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict coral with basic family red,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-RED,T12,color_digital_contract,extended-red,inline:red,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict red with basic family red,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-DARK-RED,T12,color_digital_contract,extended-dark_red,inline:dark_red,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict dark_red with basic family red,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-WHITE,T12,color_digital_contract,extended-white,inline:white,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict white with basic family white,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-CREAM,T12,color_digital_contract,extended-cream,inline:cream,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict cream with basic family white,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-LIGHT-YELLOW,T12,color_digital_contract,extended-light_yellow,inline:light_yellow,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict light_yellow with basic family yellow,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-CONTRACT-YELLOW,T12,color_digital_contract,extended-yellow,inline:yellow,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,predict yellow with basic family yellow,basic_color_accuracy;extended_color_accuracy;color_name_margin;forced_low_evidence_label_count,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-UNCERTAIN-01,T12,color_uncertainty_contract,uncertain-boundary-1,inline:uncertain-boundary-1,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,emit uncertain and retain diagnostic family/scores,uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-UNCERTAIN-02,T12,color_uncertainty_contract,uncertain-boundary-2,inline:uncertain-boundary-2,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,emit uncertain and retain diagnostic family/scores,uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-UNCERTAIN-03,T12,color_uncertainty_contract,uncertain-boundary-3,inline:uncertain-boundary-3,GENERATED_AT_RUN,synthetic_patch,digital,not_applicable,not_applicable,offscreen,64x64,not_applicable,not_applicable,emit uncertain and retain diagnostic family/scores,uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_synthetic,NOT_APPLICABLE,Apache-2.0,t12
PM-COLOR-P01-NEUTRAL,T12,color_physical_lighting,physical-01-black,artifacts/post_mvp/t12/inputs/p01-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record black/black prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P01-WARM,T12,color_physical_lighting,physical-01-black,artifacts/post_mvp/t12/inputs/p01-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record black/black prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P01-LOW,T12,color_physical_lighting,physical-01-black,artifacts/post_mvp/t12/inputs/p01-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record black/black prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P02-NEUTRAL,T12,color_physical_lighting,physical-02-light_blue,artifacts/post_mvp/t12/inputs/p02-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_blue/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P02-WARM,T12,color_physical_lighting,physical-02-light_blue,artifacts/post_mvp/t12/inputs/p02-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_blue/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P02-LOW,T12,color_physical_lighting,physical-02-light_blue,artifacts/post_mvp/t12/inputs/p02-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_blue/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P03-NEUTRAL,T12,color_physical_lighting,physical-03-blue,artifacts/post_mvp/t12/inputs/p03-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record blue/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P03-WARM,T12,color_physical_lighting,physical-03-blue,artifacts/post_mvp/t12/inputs/p03-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record blue/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P03-LOW,T12,color_physical_lighting,physical-03-blue,artifacts/post_mvp/t12/inputs/p03-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record blue/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P04-NEUTRAL,T12,color_physical_lighting,physical-04-navy,artifacts/post_mvp/t12/inputs/p04-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record navy/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P04-WARM,T12,color_physical_lighting,physical-04-navy,artifacts/post_mvp/t12/inputs/p04-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record navy/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P04-LOW,T12,color_physical_lighting,physical-04-navy,artifacts/post_mvp/t12/inputs/p04-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record navy/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P05-NEUTRAL,T12,color_physical_lighting,physical-05-teal,artifacts/post_mvp/t12/inputs/p05-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record teal/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P05-WARM,T12,color_physical_lighting,physical-05-teal,artifacts/post_mvp/t12/inputs/p05-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record teal/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P05-LOW,T12,color_physical_lighting,physical-05-teal,artifacts/post_mvp/t12/inputs/p05-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record teal/blue prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P06-NEUTRAL,T12,color_physical_lighting,physical-06-beige,artifacts/post_mvp/t12/inputs/p06-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record beige/brown prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P06-WARM,T12,color_physical_lighting,physical-06-beige,artifacts/post_mvp/t12/inputs/p06-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record beige/brown prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P06-LOW,T12,color_physical_lighting,physical-06-beige,artifacts/post_mvp/t12/inputs/p06-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record beige/brown prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P07-NEUTRAL,T12,color_physical_lighting,physical-07-brown,artifacts/post_mvp/t12/inputs/p07-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record brown/brown prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P07-WARM,T12,color_physical_lighting,physical-07-brown,artifacts/post_mvp/t12/inputs/p07-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record brown/brown prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P07-LOW,T12,color_physical_lighting,physical-07-brown,artifacts/post_mvp/t12/inputs/p07-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record brown/brown prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P08-NEUTRAL,T12,color_physical_lighting,physical-08-dark_brown,artifacts/post_mvp/t12/inputs/p08-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_brown/brown prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P08-WARM,T12,color_physical_lighting,physical-08-dark_brown,artifacts/post_mvp/t12/inputs/p08-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_brown/brown prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P08-LOW,T12,color_physical_lighting,physical-08-dark_brown,artifacts/post_mvp/t12/inputs/p08-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record dark_brown/brown prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P09-NEUTRAL,T12,color_physical_lighting,physical-09-light_grey,artifacts/post_mvp/t12/inputs/p09-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_grey/grey prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P09-WARM,T12,color_physical_lighting,physical-09-light_grey,artifacts/post_mvp/t12/inputs/p09-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_grey/grey prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P09-LOW,T12,color_physical_lighting,physical-09-light_grey,artifacts/post_mvp/t12/inputs/p09-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record light_grey/grey prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P10-NEUTRAL,T12,color_physical_lighting,physical-10-grey,artifacts/post_mvp/t12/inputs/p10-neutral.*,TO_BE_ACQUIRED,image,neutral,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record grey/grey prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P10-WARM,T12,color_physical_lighting,physical-10-grey,artifacts/post_mvp/t12/inputs/p10-warm.*,TO_BE_ACQUIRED,image,warm,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record grey/grey prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
PM-COLOR-P10-LOW,T12,color_physical_lighting,physical-10-grey,artifacts/post_mvp/t12/inputs/p10-low.*,TO_BE_ACQUIRED,image,low,controlled,not_applicable,not_applicable,record_actual,not_applicable,not_applicable,record grey/grey prediction and lighting diagnostics,basic_color_accuracy;extended_color_accuracy;lighting_label_stability_rate;uncertain_output_rate;forced_low_evidence_label_count;color_name_margin,project_capture,NOT_APPLICABLE_NO_PERSON_PREFERRED,OWNED_OR_PERMISSION_DOCUMENTED,t12
